Read file in one pass,File size is 64Kb,
Block read entry,314898,
Block read exit,323344,8446
Block read entry,323643,
Block read exit,332087,8444
Block read entry,332386,
Block read exit,340835,8449
Block read entry,341134,
Block read exit,349094,7960
Block read entry,349393,
Block read exit,357353,7960
Block read entry,357652,
Block read exit,365611,7959
Block read entry,365910,
Block read exit,373871,7961
Block read entry,374170,
Block read exit,382130,7960
Block read entry,382429,
Block read exit,390873,8444
Block read entry,391172,
Block read exit,399620,8448
Block read entry,399919,
Block read exit,408368,8449
Block read entry,408667,
Block read exit,417116,8449
Block read entry,417415,
Block read exit,425860,8445
Block read entry,426159,
Block read exit,434120,7961
Block read entry,434419,
Block read exit,442379,7960
Block read entry,442678,
Block read exit,450697,8019
Block read entry,450996,
Block read exit,458956,7960
Block read entry,459255,
Block read exit,467216,7961
Block read entry,467515,
Block read exit,475475,7960
Block read entry,475774,
Block read exit,484221,8447
Block read entry,484520,
Block read exit,492972,8452
Block read entry,493275,
Block read exit,501721,8446
Block read entry,502020,
Block read exit,510468,8448
Block read entry,510767,
Block read exit,519216,8449
Block read entry,519515,
Block read exit,527475,7960
Block read entry,527774,
Block read exit,535734,7960
Block read entry,536033,
Block read exit,543993,7960
Block read entry,544292,
Block read exit,552252,7960
Block read entry,552551,
Block read exit,560513,7962
Block read entry,560812,
Block read exit,569257,8445
Block read entry,569556,
Block read exit,578004,8448
Block read entry,578303,
Block read exit,586749,8446
Block read entry,587048,
Block read exit,595498,8450
Block read entry,595797,
Block read exit,604245,8448
Block read entry,604544,
Block read exit,612506,7962
Block read entry,612805,
Block read exit,620764,7959
Block read entry,621063,
Block read exit,629023,7960
Block read entry,629322,
Block read exit,637283,7961
Block read entry,637582,
Block read exit,645542,7960
Block read entry,645841,
Block read exit,654286,8445
Block read entry,654585,
Block read exit,663031,8446
Block read entry,663330,
Block read exit,671778,8448
Block read entry,672077,
Block read exit,680520,8443
Block read entry,680819,
Block read exit,689267,8448
Block read entry,689566,
Block read exit,697526,7960
Block read entry,697825,
Block read exit,705785,7960
Block read entry,706571,
Block read exit,714531,7960
Block read entry,714830,
Block read exit,722788,7958
Block read entry,723090,
Block read exit,731051,7961
Block read entry,731350,
Block read exit,739803,8453
Block read entry,740106,
Block read exit,748554,8448
Block read entry,748853,
Block read exit,757301,8448
Block read entry,757600,
Block read exit,766039,8439
Block read entry,766338,
Block read exit,774782,8444
Block read entry,775081,
Block read exit,783040,7959
Block read entry,783339,
Block read exit,791298,7959
Block read entry,791597,
Block read exit,799557,7960
Block read entry,799856,
Block read exit,807816,7960
Block read entry,808115,
Block read exit,816076,7961
Block read entry,816375,
Block read exit,824335,7960
Block read entry,824634,
Block read exit,833083,8449
Block read entry,833382,
Block read exit,841831,8449
Block read entry,842130,
Block read exit,850625,8495
Block read entry,850928,
Block read exit,859373,8445
Block read entry,859672,
Block read exit,868121,8449
Block read entry,868420,
Block read exit,876381,7961
Block read entry,876680,
Block read exit,884638,7958
Block read entry,884937,
Block read exit,892898,7961
Block read entry,893197,
Block read exit,901157,7960
Block read entry,901456,
Block read exit,909416,7960
Block read entry,909715,
Block read exit,918163,8448
Block read entry,918462,
Block read exit,926910,8448
Block read entry,927209,
Block read exit,935657,8448
Block read entry,935956,
Block read exit,944406,8450
Block read entry,944705,
Block read exit,953153,8448
Block read entry,953452,
Block read exit,961413,7961
Block read entry,961712,
Block read exit,969672,7960
Block read entry,969971,
Block read exit,977932,7961
Block read entry,978231,
Block read exit,986193,7962
Block read entry,986492,
Block read exit,994454,7962
Block read entry,994753,
Block read exit,1003202,8449
Block read entry,1003501,
Block read exit,1011948,8447
Block read entry,1012247,
Block read exit,1020690,8443
Block read entry,1020989,
Block read exit,1028951,7962
Block read entry,1029250,
Block read exit,1037206,7956
Block read entry,1037508,
Block read exit,1045467,7959
Block read entry,1045766,
Block read exit,1053725,7959
Block read entry,1054024,
Block read exit,1062476,8452
Block read entry,1062775,
Block read exit,1071223,8448
Block read entry,1071522,
Block read exit,1079969,8447
Block read entry,1080268,
Block read exit,1088228,7960
Block read entry,1088527,
Block read exit,1096487,7960
Block read entry,1096786,
Block read exit,1104746,7960
Block read entry,1105045,
Block read exit,1113491,8446
Block read entry,1113790,
Block read exit,1122243,8453
Block read entry,1122542,
Block read exit,1130992,8450
Block read entry,1131291,
Block read exit,1139251,7960
Block read entry,1139550,
Block read exit,1147512,7962
Block read entry,1147811,
Block read exit,1155772,7961
min,7956,
max,8495,
Set mark entry,1156064,
Set mark exit,1156292,228
Close entry,1156492,
Close exit,1156678,186
Read file b-by-b low level,File size is 64Kb,
Open entry,0,
Open exit,36494,36494
Block read entry,36765,
Block read exit,45032,8267
Block read entry,45336,
Block read exit,53603,8267
Block read entry,53903,
Block read exit,62173,8270
Block read entry,62476,
Block read exit,71229,8753
Block read entry,71532,
Block read exit,80288,8756
Block read entry,80591,
Block read exit,89346,8755
Block read entry,89645,
Block read exit,98401,8756
Block read entry,98701,
Block read exit,107452,8751
Block read entry,107751,
Block read exit,116506,8755
Block read entry,116805,
Block read exit,125563,8758
Block read entry,125866,
Block read exit,134134,8268
Block read entry,134433,
Block read exit,142700,8267
Block read entry,142999,
Block read exit,151266,8267
Block read entry,151565,
Block read exit,159836,8271
Block read entry,160135,
Block read exit,168890,8755
Block read entry,169189,
Block read exit,177944,8755
Block read entry,178243,
Block read exit,186996,8753
Block read entry,187295,
Block read exit,196046,8751
Block read entry,196345,
Block read exit,205098,8753
Block read entry,205397,
Block read exit,213667,8270
Block read entry,214452,
Block read exit,222719,8267
Block read entry,223018,
Block read exit,231284,8266
Block read entry,231586,
Block read exit,239853,8267
Block read entry,240152,
Block read exit,248903,8751
Block read entry,249202,
Block read exit,257958,8756
Block read entry,258257,
Block read exit,267010,8753
Block read entry,267309,
Block read exit,276061,8752
Block read entry,276360,
Block read exit,284629,8269
Block read entry,284928,
Block read exit,293199,8271
Block read entry,293498,
Block read exit,301769,8271
Block read entry,302068,
Block read exit,310334,8266
Block read entry,310633,
Block read exit,318901,8268
Block read entry,319200,
Block read exit,327954,8754
Block read entry,328253,
Block read exit,337009,8756
Block read entry,337308,
Block read exit,346059,8751
Block read entry,346358,
Block read exit,355109,8751
Block read entry,355408,
Block read exit,363677,8269
Block read entry,363976,
Block read exit,372245,8269
Block read entry,372544,
Block read exit,380815,8271
Block read entry,381114,
Block read exit,389382,8268
Block read entry,389681,
Block read exit,398432,8751
Block read entry,398731,
Block read exit,407489,8758
Block read entry,407789,
Block read exit,416541,8752
Block read entry,416840,
Block read exit,425593,8753
Block read entry,425892,
Block read exit,434710,8818
Block read entry,435013,
Block read exit,443282,8269
Block read entry,444065,
Block read exit,452334,8269
Block read entry,452633,
Block read exit,460900,8267
Block read entry,461199,
Block read exit,469468,8269
Block read entry,469767,
Block read exit,478518,8751
Block read entry,478817,
Block read exit,487570,8753
Block read entry,487869,
Block read exit,496624,8755
Block read entry,496923,
Block read exit,505678,8755
Block read entry,505977,
Block read exit,514243,8266
Block read entry,514542,
Block read exit,522810,8268
Block read entry,523109,
Block read exit,531376,8267
Block read entry,531675,
Block read exit,539942,8267
Block read entry,540241,
Block read exit,548510,8269
Block read entry,548809,
Block read exit,557560,8751
Block read entry,557859,
Block read exit,566616,8757
Block read entry,566915,
Block read exit,575670,8755
Block read entry,575969,
Block read exit,584720,8751
Block read entry,585019,
Block read exit,593285,8266
Block read entry,593584,
Block read exit,601853,8269
Block read entry,602152,
Block read exit,610419,8267
Block read entry,610718,
Block read exit,618985,8267
Block read entry,619284,
Block read exit,628035,8751
Block read entry,628334,
Block read exit,637088,8754
Block read entry,637387,
Block read exit,646137,8750
Block read entry,646436,
Block read exit,655188,8752
Block read entry,655487,
Block read exit,664240,8753
Block read entry,664539,
Block read exit,672807,8268
Block read entry,673106,
Block read exit,681374,8268
Block read entry,681673,
Block read exit,689944,8271
Block read entry,690243,
Block read exit,698511,8268
Block read entry,698810,
Block read exit,707569,8759
Block read entry,707868,
Block read exit,716622,8754
Block read entry,716921,
Block read exit,725677,8756
Block read entry,725976,
Block read exit,734731,8755
Block read entry,735030,
Block read exit,743301,8271
Block read entry,743600,
Block read exit,751870,8270
Block read entry,752169,
Block read exit,760438,8269
Block read entry,760737,
Block read exit,769004,8267
Block read entry,769303,
Block read exit,777572,8269
Block read entry,777871,
Block read exit,786628,8757
Block read entry,786927,
Block read exit,795678,8751
Block read entry,795977,
Block read exit,804733,8756
Block read entry,805032,
Block read exit,813784,8752
Block read entry,814083,
Block read exit,822354,8271
Block read entry,822653,
Block read exit,830919,8266
Block read entry,831218,
Block read exit,839486,8268
Block read entry,839785,
Block read exit,848053,8268
Block read entry,848352,
Block read exit,857106,8754
Block read entry,857405,
Block read exit,866158,8753
Block read entry,866457,
Block read exit,875210,8753
Block read entry,875509,
Block read exit,884262,8753
Block read entry,884561,
Block read exit,893315,8754
Block read entry,893614,
Block read exit,901882,8268
Block read entry,902671,
Block read exit,910939,8268
Block read entry,911238,
Block read exit,919507,8269
Block read entry,919806,
Block read exit,928076,8270
Block read entry,928375,
Block read exit,937133,8758
Block read entry,937432,
Block read exit,946185,8753
Block read entry,946484,
Block read exit,955240,8756
Block read entry,955539,
Block read exit,964292,8753
Block read entry,964591,
Block read exit,972861,8270
Block read entry,973160,
Block read exit,981427,8267
Block read entry,981726,
Block read exit,989996,8270
Block read entry,990295,
Block read exit,998566,8271
Block read entry,998865,
Block read exit,1007619,8754
Block read entry,1007918,
Block read exit,1016673,8755
Block read entry,1016972,
Block read exit,1025727,8755
Block read entry,1026026,
Block read exit,1034291,8265
Block read entry,1034593,
Block read exit,1042864,8271
Block read entry,1043163,
Block read exit,1051434,8271
Block read entry,1051733,
Block read exit,1060490,8757
Block read entry,1060789,
Block read exit,1069537,8748
Block read entry,1069836,
Block read exit,1078593,8757
Block read entry,1078892,
Block read exit,1087161,8269
Block read entry,1087460,
Block read exit,1095731,8271
Block read entry,1096030,
Block read exit,1104296,8266
Block read entry,1104595,
Block read exit,1113355,8760
Block read entry,1113654,
Block read exit,1122407,8753
Block read entry,1122706,
Block read exit,1130976,8270
Block read entry,1131275,
Block read exit,1139541,8266
Block read entry,1139840,
Block read exit,1148108,8268
Block read entry,1148407,
Block read exit,1157165,8758
Block read entry,1157464,
Block read exit,1166217,8753
min,8265,
max,8818,
Set mark entry,1166513,
Set mark exit,1174380,7867
Close entry,1174584,
Close exit,1177550,2966
