Read file in one pass,File size is 256Kb,
Read exit,1054631,6424
Read entry,1054840,
Read exit,1061263,6423
Read entry,1061472,
Read exit,1067899,6427
Read entry,1068107,
Read exit,1075018,6911
Read entry,1075227,
Read exit,1082141,6914
Read entry,1082350,
Read exit,1089268,6918
Read entry,1089476,
Read exit,1096387,6911
Read entry,1096596,
Read exit,1103511,6915
Read entry,1103720,
Read exit,1110626,6906
Read entry,1110835,
Read exit,1117262,6427
Read entry,1117470,
Read exit,1123893,6423
Read entry,1124101,
Read exit,1130525,6424
Read entry,1130734,
Read exit,1137163,6429
Read entry,1137372,
Read exit,1143798,6426
Read entry,1144007,
Read exit,1150433,6426
Read entry,1150642,
Read exit,1157068,6426
Read entry,1157277,
Read exit,1163707,6430
Read entry,1163916,
Read exit,1170342,6426
Read entry,1170551,
Read exit,1176977,6426
Read entry,1177186,
Read exit,1184158,6972
Read entry,1184371,
Read exit,1191282,6911
Read entry,1191491,
Read exit,1198406,6915
Read entry,1198615,
Read exit,1205528,6913
Read entry,1205737,
Read exit,1212657,6920
Read entry,1212866,
Read exit,1219779,6913
Read entry,1219988,
Read exit,1226416,6428
Read entry,1226625,
Read exit,1233049,6424
Read entry,1233258,
Read exit,1239684,6426
Read entry,1239893,
Read exit,1246323,6430
Read entry,1246532,
Read exit,1252958,6426
Read entry,1253167,
Read exit,1259592,6425
Read entry,1259801,
Read exit,1266228,6427
Read entry,1266437,
Read exit,1272861,6424
Read entry,1273070,
Read exit,1279495,6425
Read entry,1279703,
Read exit,1286132,6429
Read entry,1286341,
Read exit,1293249,6908
Read entry,1293458,
Read exit,1300373,6915
Read entry,1300582,
Read exit,1307493,6911
Read entry,1307702,
Read exit,1314617,6915
Read entry,1314826,
Read exit,1321740,6914
Read entry,1321949,
Read exit,1328865,6916
Read entry,1329074,
Read exit,1335500,6426
Read entry,1335709,
Read exit,1342138,6429
Read entry,1342346,
Read exit,1348774,6428
Read entry,1348982,
Read exit,1355408,6426
Read entry,1355617,
Read exit,1362042,6425
Read entry,1362250,
Read exit,1368677,6427
Read entry,1368886,
Read exit,1375309,6423
Read entry,1375518,
Read exit,1381941,6423
Read entry,1382150,
Read exit,1388577,6427
Read entry,1388786,
Read exit,1395697,6911
Read entry,1395906,
Read exit,1402820,6914
Read entry,1403029,
Read exit,1409942,6913
Read entry,1410151,
Read exit,1417061,6910
Read entry,1417270,
Read exit,1424184,6914
Read entry,1424393,
Read exit,1431305,6912
Read entry,1431513,
Read exit,1438426,6913
Read entry,1438635,
Read exit,1445064,6429
Read entry,1445273,
Read exit,1451698,6425
Read entry,1451907,
Read exit,1458335,6428
Read entry,1458544,
Read exit,1464971,6427
Read entry,1465180,
Read exit,1471608,6428
Read entry,1471817,
Read exit,1478242,6425
Read entry,1478450,
Read exit,1484878,6428
Read entry,1485087,
Read exit,1491516,6429
Read entry,1491725,
Read exit,1498152,6427
Read entry,1498361,
Read exit,1505274,6913
Read entry,1505483,
Read exit,1512395,6912
Read entry,1512603,
Read exit,1519515,6912
Read entry,1519724,
Read exit,1526637,6913
Read entry,1526846,
Read exit,1533762,6916
Read entry,1533970,
Read exit,1540884,6914
Read entry,1541093,
Read exit,1547522,6429
Read entry,1547731,
Read exit,1554159,6428
Read entry,1554368,
Read exit,1560793,6425
Read entry,1561002,
Read exit,1567428,6426
Read entry,1568125,
Read exit,1574551,6426
Read entry,1574759,
Read exit,1581188,6429
Read entry,1581397,
Read exit,1587823,6426
Read entry,1588032,
Read exit,1594455,6423
Read entry,1594664,
Read exit,1601090,6426
Read entry,1601299,
Read exit,1607723,6424
Read entry,1607932,
Read exit,1614847,6915
Read entry,1615056,
Read exit,1621971,6915
Read entry,1622180,
Read exit,1629091,6911
Read entry,1629300,
Read exit,1636212,6912
Read entry,1636421,
Read exit,1643332,6911
Read entry,1643541,
Read exit,1650449,6908
Read entry,1650658,
Read exit,1657084,6426
Read entry,1657293,
Read exit,1663721,6428
Read entry,1663930,
Read exit,1670355,6425
Read entry,1670564,
Read exit,1676992,6428
Read entry,1677691,
Read exit,1684118,6427
Read entry,1684327,
Read exit,1690751,6424
Read entry,1690960,
Read exit,1697390,6430
Read entry,1697598,
Read exit,1704029,6431
Read entry,1704238,
Read exit,1710664,6426
Read entry,1710873,
Read exit,1717301,6428
Read entry,1717510,
Read exit,1724423,6913
Read entry,1724632,
Read exit,1731544,6912
Read entry,1731753,
Read exit,1738661,6908
Read entry,1738870,
Read exit,1745783,6913
Read entry,1745992,
Read exit,1752952,6960
Read entry,1753161,
Read exit,1760074,6913
Read entry,1760283,
Read exit,1766710,6427
Read entry,1766918,
Read exit,1773346,6428
Read entry,1773555,
Read exit,1782218,8663
Read entry,1782431,
Read exit,1788857,6426
Read entry,1789066,
Read exit,1795497,6431
Read entry,1795705,
Read exit,1802134,6429
Read entry,1802342,
Read exit,1808771,6429
Read entry,1808980,
Read exit,1815408,6428
Read entry,1815617,
Read exit,1822530,6913
Read entry,1822738,
Read exit,1829655,6917
Read entry,1829864,
Read exit,1836774,6910
Read entry,1836983,
Read exit,1843894,6911
Read entry,1844103,
Read exit,1851018,6915
Read entry,1851227,
Read exit,1858146,6919
Read entry,1858355,
Read exit,1864782,6427
Read entry,1864991,
Read exit,1871418,6427
Read entry,1871627,
Read exit,1878053,6426
Read entry,1878261,
Read exit,1884683,6422
Read entry,1884892,
Read exit,1891320,6428
Read entry,1891529,
Read exit,1897958,6429
Read entry,1898167,
Read exit,1904594,6427
Read entry,1904802,
Read exit,1911231,6429
Read entry,1911439,
Read exit,1917869,6430
Read entry,1918078,
Read exit,1924504,6426
Read entry,1924713,
Read exit,1931627,6914
Read entry,1931835,
Read exit,1938750,6915
Read entry,1938959,
Read exit,1945871,6912
Read entry,1946080,
Read exit,1952988,6908
Read entry,1953197,
Read exit,1960112,6915
Read entry,1960321,
Read exit,1967236,6915
Read entry,1967444,
Read exit,1973870,6426
Read entry,1974079,
Read exit,1980503,6424
Read entry,1980711,
Read exit,1987139,6428
Read entry,1987348,
Read exit,1993776,6428
Read entry,1993985,
Read exit,2000410,6425
Read entry,2000619,
Read exit,2007047,6428
Read entry,2007256,
Read exit,2013678,6422
Read entry,2013887,
Read exit,2020312,6425
Read entry,2020521,
Read exit,2026949,6428
Read entry,2027158,
Read exit,2034071,6913
Read entry,2034280,
Read exit,2041195,6915
Read entry,2041403,
Read exit,2048373,6970
Read entry,2048582,
Read exit,2055499,6917
Read entry,2055708,
Read exit,2062620,6912
Read entry,2062829,
Read exit,2069743,6914
Read entry,2069952,
Read exit,2076378,6426
Read entry,2076587,
Read exit,2083015,6428
Read entry,2083224,
Read exit,2089651,6427
Read entry,2089859,
Read exit,2096286,6427
Read entry,2096495,
Read exit,2102922,6427
Read entry,2103130,
Read exit,2109557,6427
Read entry,2109765,
Read exit,2116189,6424
Read entry,2116398,
Read exit,2122826,6428
Read entry,2123035,
Read exit,2129466,6431
Read entry,2129675,
Read exit,2136103,6428
Read entry,2136312,
Read exit,2143228,6916
Read entry,2143437,
Read exit,2150351,6914
Read entry,2150560,
Read exit,2157474,6914
Read entry,2157682,
Read exit,2164595,6913
Read entry,2164803,
Read exit,2171719,6916
Read entry,2171927,
Read exit,2178846,6919
Read entry,2179055,
Read exit,2185483,6428
Read entry,2185692,
Read exit,2192120,6428
Read entry,2192328,
Read exit,2198755,6427
Read entry,2198963,
Read exit,2205391,6428
Read entry,2206087,
Read exit,2212516,6429
Read entry,2212725,
Read exit,2219152,6427
Read entry,2219361,
Read exit,2225790,6429
Read entry,2225999,
Read exit,2232426,6427
Read entry,2232635,
Read exit,2239061,6426
Read entry,2239270,
Read exit,2245698,6428
Read entry,2245907,
Read exit,2252821,6914
Read entry,2253030,
Read exit,2259940,6910
Read entry,2260149,
Read exit,2267064,6915
Read entry,2267272,
Read exit,2274186,6914
Read entry,2274394,
Read exit,2281304,6910
Read entry,2281513,
Read exit,2288425,6912
Read entry,2288634,
Read exit,2295059,6425
Read entry,2295267,
Read exit,2301694,6427
Read entry,2301902,
Read exit,2308329,6427
Read entry,2308537,
Read exit,2314964,6427
Read entry,2315173,
Read exit,2321601,6428
Read entry,2321810,
Read exit,2328238,6428
Read entry,2328447,
Read exit,2334875,6428
Read entry,2335084,
Read exit,2341509,6425
Read entry,2341717,
Read exit,2348142,6425
Read entry,2348351,
Read exit,2354778,6427
Read entry,2354987,
Read exit,2361895,6908
Read entry,2362103,
Read exit,2369014,6911
Read entry,2369222,
Read exit,2376139,6917
Read entry,2376348,
Read exit,2383261,6913
Read entry,2383470,
Read exit,2390383,6913
Read entry,2390592,
Read exit,2397505,6913
Read entry,2397713,
Read exit,2404140,6427
Read entry,2404349,
Read exit,2410776,6427
Read entry,2410985,
Read exit,2417412,6427
Read entry,2417621,
Read exit,2424049,6428
Read entry,2424258,
Read exit,2430684,6426
Read entry,2430893,
Read exit,2437321,6428
Read entry,2437530,
Read exit,2443958,6428
Read entry,2444167,
Read exit,2450595,6428
Read entry,2450804,
Read exit,2457233,6429
Read entry,2457442,
Read exit,2464355,6913
Read entry,2464564,
Read exit,2471482,6918
Read entry,2471691,
Read exit,2478605,6914
Read entry,2478813,
Read exit,2485725,6912
Read entry,2485933,
Read exit,2492843,6910
Read entry,2493051,
Read exit,2499970,6919
Read entry,2500179,
Read exit,2507094,6915
Read entry,2507303,
Read exit,2513729,6426
Read entry,2513937,
Read exit,2520364,6427
Read entry,2520573,
Read exit,2526999,6426
Read entry,2527208,
Read exit,2533632,6424
Read entry,2533841,
Read exit,2540269,6428
Read entry,2540478,
Read exit,2546903,6425
Read entry,2547112,
Read exit,2553543,6431
Read entry,2553752,
Read exit,2560180,6428
Read entry,2560389,
Read exit,2566816,6427
Read entry,2567025,
Read exit,2573939,6914
Read entry,2574148,
Read exit,2581060,6912
Read entry,2581269,
Read exit,2588184,6915
Read entry,2588393,
Read exit,2595307,6914
Read entry,2595516,
Read exit,2602430,6914
Read entry,2602639,
Read exit,2609555,6916
Read entry,2609763,
Read exit,2616191,6428
Read entry,2616400,
Read exit,2622827,6427
Read entry,2623036,
Read exit,2629461,6425
Read entry,2629670,
Read exit,2636098,6428
Read entry,2636307,
Read exit,2642731,6424
Read entry,2642940,
Read exit,2649374,6434
Read entry,2649583,
Read exit,2656010,6427
Read entry,2656219,
Read exit,2662647,6428
Read entry,2662856,
Read exit,2669283,6427
Read entry,2669492,
Read exit,2675918,6426
Read entry,2676126,
Read exit,2683039,6913
Read entry,2683248,
Read exit,2690162,6914
Read entry,2690371,
Read exit,2697289,6918
Read entry,2697498,
Read exit,2704411,6913
Read entry,2704619,
Read exit,2711535,6916
Read entry,2711744,
Read exit,2718657,6913
Read entry,2718866,
Read exit,2725294,6428
Read entry,2725503,
Read exit,2731930,6427
Read entry,2732139,
Read exit,2738566,6427
Read entry,2738775,
Read exit,2745202,6427
Read entry,2745411,
Read exit,2751838,6427
Read entry,2752047,
Read exit,2758471,6424
Read entry,2758680,
Read exit,2765107,6427
Read entry,2765316,
Read exit,2771740,6424
Read entry,2771949,
Read exit,2778375,6426
Read entry,2778584,
Read exit,2785010,6426
Read entry,2785219,
Read exit,2792131,6912
Read entry,2792340,
Read exit,2799254,6914
Read entry,2799462,
Read exit,2806377,6915
Read entry,2806586,
Read exit,2813500,6914
Read entry,2813709,
Read exit,2820628,6919
Read entry,2820837,
Read exit,2827750,6913
Read entry,2827959,
Read exit,2834389,6430
Read entry,2834598,
Read exit,2841025,6427
Read entry,2841234,
Read exit,2847660,6426
Read entry,2847869,
Read exit,2854296,6427
Read entry,2854505,
Read exit,2860931,6426
Read entry,2861140,
Read exit,2867567,6427
Read entry,2867776,
Read exit,2874203,6427
Read entry,2874412,
Read exit,2880841,6429
Read entry,2881050,
Read exit,2887477,6427
Read entry,2887686,
Read exit,2894111,6425
Read entry,2894319,
Read exit,2901231,6912
Read entry,2901440,
Read exit,2908407,6967
Read entry,2908615,
Read exit,2915535,6920
Read entry,2915744,
Read exit,2922718,6974
Read entry,2922927,
Read exit,2929839,6912
Read entry,2930047,
Read exit,2936958,6911
Read entry,2937167,
Read exit,2943599,6432
Read entry,2943808,
Read exit,2950236,6428
Read entry,2950445,
Read exit,2956873,6428
Read entry,2957082,
Read exit,2963512,6430
Read entry,2963720,
Read exit,2970146,6426
Read entry,2970354,
Read exit,2976780,6426
Read entry,2976988,
Read exit,2983414,6426
Read entry,2983622,
Read exit,2990049,6427
Read entry,2990258,
Read exit,2996682,6424
Read entry,2996891,
Read exit,3003807,6916
Read entry,3004016,
Read exit,3010928,6912
Read entry,3011137,
Read exit,3018053,6916
Read entry,3018262,
Read exit,3025171,6909
Read entry,3025380,
Read exit,3032294,6914
Read entry,3032503,
Read exit,3039410,6907
Read entry,3039619,
Read exit,3046046,6427
Read entry,3046255,
Read exit,3052680,6425
Read entry,3052889,
Read exit,3059318,6429
Read entry,3059526,
Read exit,3065951,6425
Read entry,3066160,
Read exit,3072586,6426
Read entry,3072795,
Read exit,3079221,6426
Read entry,3079429,
Read exit,3085858,6429
Read entry,3086066,
Read exit,3092495,6429
Read entry,3092704,
Read exit,3099132,6428
Read entry,3099341,
Read exit,3105766,6425
Read entry,3105975,
Read exit,3112886,6911
Read entry,3113095,
Read exit,3120008,6913
Read entry,3120217,
Read exit,3127133,6916
Read entry,3127342,
Read exit,3134257,6915
Read entry,3134465,
Read exit,3141380,6915
Read entry,3141589,
Read exit,3148500,6911
Read entry,3148709,
Read exit,3155137,6428
Read entry,3155345,
Read exit,3161773,6428
Read entry,3161982,
Read exit,3168411,6429
Read entry,3168620,
Read exit,3175048,6428
Read entry,3175257,
Read exit,3181681,6424
Read entry,3181890,
Read exit,3188318,6428
Read entry,3188527,
Read exit,3194954,6427
Read entry,3195162,
Read exit,3201589,6427
Read entry,3201798,
Read exit,3208227,6429
Read entry,3208436,
Read exit,3215349,6913
Read entry,3215558,
Read exit,3222470,6912
Read entry,3222679,
Read exit,3229595,6916
Read entry,3229803,
Read exit,3236714,6911
Read entry,3236923,
Read exit,3243834,6911
Read entry,3244043,
Read exit,3250952,6909
Read entry,3251160,
Read exit,3257586,6426
Read entry,3257795,
Read exit,3264222,6427
Read entry,3264431,
Read exit,3270860,6429
Read entry,3271068,
Read exit,3277495,6427
Read entry,3278190,
Read exit,3284613,6423
Read entry,3284822,
Read exit,3291252,6430
Read entry,3291461,
Read exit,3297888,6427
Read entry,3298097,
Read exit,3304525,6428
Read entry,3304734,
Read exit,3311164,6430
Read entry,3311373,
Read exit,3317802,6429
Read entry,3318011,
Read exit,3324923,6912
Read entry,3325132,
Read exit,3332043,6911
Read entry,3332252,
Read exit,3339168,6916
Read entry,3339377,
Read exit,3346288,6911
Read entry,3346497,
Read exit,3353412,6915
Read entry,3353621,
Read exit,3360530,6909
Read entry,3360739,
Read exit,3367165,6426
Read entry,3367374,
Read exit,3373799,6425
Read entry,3374007,
Read exit,3380433,6426
Read entry,3380641,
Read exit,3387069,6428
Read entry,3387764,
Read exit,3394193,6429
Read entry,3394402,
Read exit,3400830,6428
Read entry,3401038,
Read exit,3407464,6426
Read entry,3407673,
Read exit,3414100,6427
Read entry,3414309,
Read exit,3420739,6430
Read entry,3420948,
Read exit,3427373,6425
Read entry,3427582,
Read exit,3434495,6913
Read entry,3434704,
Read exit,3441619,6915
Read entry,3441828,
Read exit,3448744,6916
Read entry,3448953,
Read exit,3455865,6912
Read entry,3456074,
Read exit,3462990,6916
Read entry,3463198,
Read exit,3470111,6913
Read entry,3470320,
Read exit,3476745,6425
Read entry,3476954,
Read exit,3483383,6429
Read entry,3483592,
Read exit,3490022,6430
Read entry,3490231,
Read exit,3496657,6426
Read entry,3496866,
Read exit,3503295,6429
Read entry,3503504,
Read exit,3509929,6425
Read entry,3510138,
Read exit,3516563,6425
Read entry,3516772,
Read exit,3523209,6437
Read entry,3523418,
Read exit,3525762,2344
min,2344,
max,8663,
Set mark entry,3526052,
Set mark exit,3533315,7263
Close entry,3533519,
Close exit,3536487,2968
Read file block-by-block,File size is 256Kb,
Open entry,0,
Open exit,86640,86640
Block read entry,86909,
Block read exit,94871,7962
Block read entry,95175,
Block read exit,103622,8447
Block read entry,103925,
Block read exit,112371,8446
Block read entry,112670,
Block read exit,121120,8450
Block read entry,121423,
Block read exit,129873,8450
Block read entry,130173,
Block read exit,138669,8496
Block read entry,138972,
Block read exit,146932,7960
Block read entry,147234,
Block read exit,155194,7960
Block read entry,155493,
Block read exit,163454,7961
Block read entry,163753,
Block read exit,171714,7961
Block read entry,172013,
Block read exit,179972,7959
Block read entry,180274,
Block read exit,188235,7961
Block read entry,188534,
Block read exit,196982,8448
Block read entry,197281,
Block read exit,205728,8447
Block read entry,206027,
Block read exit,214473,8446
Block read entry,214772,
Block read exit,223214,8442
Block read entry,223513,
Block read exit,231962,8449
Block read entry,232261,
Block read exit,240220,7959
Block read entry,240519,
Block read exit,248479,7960
Block read entry,248778,
Block read exit,256739,7961
Block read entry,257038,
Block read exit,264996,7958
Block read entry,265298,
Block read exit,273258,7960
Block read entry,273557,
Block read exit,282002,8445
Block read entry,282301,
Block read exit,290751,8450
Block read entry,291050,
Block read exit,299495,8445
Block read entry,299794,
Block read exit,308241,8447
Block read entry,308540,
Block read exit,316988,8448
Block read entry,317287,
Block read exit,325247,7960
Block read entry,325546,
Block read exit,333507,7961
Block read entry,333806,
Block read exit,341766,7960
Block read entry,342065,
Block read exit,350025,7960
Block read entry,350324,
Block read exit,358284,7960
Block read entry,358583,
Block read exit,366544,7961
Block read entry,366843,
Block read exit,375294,8451
Block read entry,375593,
Block read exit,384040,8447
Block read entry,384339,
Block read exit,392785,8446
Block read entry,393084,
Block read exit,401526,8442
Block read entry,401825,
Block read exit,410273,8448
Block read entry,410572,
Block read exit,418531,7959
Block read entry,418830,
Block read exit,426790,7960
Block read entry,427089,
Block read exit,435048,7959
Block read entry,435347,
Block read exit,443367,8020
Block read entry,443666,
Block read exit,451626,7960
Block read entry,451925,
Block read exit,460371,8446
Block read entry,460670,
Block read exit,469120,8450
Block read entry,469419,
Block read exit,477867,8448
Block read entry,478166,
Block read exit,486611,8445
Block read entry,486910,
Block read exit,495351,8441
Block read entry,495650,
Block read exit,503610,7960
Block read entry,503909,
Block read exit,511870,7961
Block read entry,512169,
Block read exit,520130,7961
Block read entry,520429,
Block read exit,528389,7960
Block read entry,528688,
Block read exit,536650,7962
Block read entry,536949,
Block read exit,545394,8445
Block read entry,545693,
Block read exit,554141,8448
Block read entry,554440,
Block read exit,562888,8448
Block read entry,563187,
Block read exit,571635,8448
Block read entry,571934,
Block read exit,580380,8446
Block read entry,580679,
Block read exit,588639,7960
Block read entry,588938,
Block read exit,596898,7960
Block read entry,597197,
Block read exit,605158,7961
Block read entry,605457,
Block read exit,613417,7960
Block read entry,613716,
Block read exit,621678,7962
Block read entry,621977,
Block read exit,629936,7959
Block read entry,630235,
Block read exit,638680,8445
Block read entry,638979,
Block read exit,647423,8444
Block read entry,647722,
Block read exit,656167,8445
Block read entry,656466,
Block read exit,664914,8448
Block read entry,665213,
Block read exit,673656,8443
Block read entry,673955,
Block read exit,681913,7958
Block read entry,682212,
Block read exit,690172,7960
Block read entry,690471,
Block read exit,698430,7959
Block read entry,698729,
Block read exit,706691,7962
Block read entry,706990,
Block read exit,714952,7962
Block read entry,715251,
Block read exit,723699,8448
Block read entry,723998,
Block read exit,732445,8447
Block read entry,732744,
Block read exit,741189,8445
Block read entry,741488,
Block read exit,749937,8449
Block read entry,750236,
Block read exit,758686,8450
Block read entry,758985,
Block read exit,766945,7960
Block read entry,767244,
Block read exit,775204,7960
Block read entry,775503,
Block read exit,783463,7960
Block read entry,783762,
Block read exit,791721,7959
Block read entry,792020,
Block read exit,799980,7960
Block read entry,800279,
Block read exit,808728,8449
Block read entry,809027,
Block read exit,817474,8447
Block read entry,817773,
Block read exit,826221,8448
Block read entry,826520,
Block read exit,834965,8445
Block read entry,835264,
Block read exit,843712,8448
Block read entry,844011,
Block read exit,851969,7958
Block read entry,852268,
Block read exit,860230,7962
Block read entry,861015,
Block read exit,868977,7962
Block read entry,869276,
Block read exit,877236,7960
Block read entry,877535,
Block read exit,885494,7959
Block read entry,885793,
Block read exit,894241,8448
Block read entry,894540,
Block read exit,902986,8446
Block read entry,903285,
Block read exit,911727,8442
Block read entry,912026,
Block read exit,920472,8446
Block read entry,920771,
Block read exit,929221,8450
Block read entry,929520,
Block read exit,937478,7958
Block read entry,937777,
Block read exit,945738,7961
Block read entry,946037,
Block read exit,953996,7959
Block read entry,954295,
Block read exit,962254,7959
Block read entry,962553,
Block read exit,970515,7962
Block read entry,970814,
Block read exit,978774,7960
Block read entry,979073,
Block read exit,987521,8448
Block read entry,987820,
Block read exit,996266,8446
Block read entry,996565,
Block read exit,1005013,8448
Block read entry,1005312,
Block read exit,1013759,8447
Block read entry,1014058,
Block read exit,1022018,7960
Block read entry,1022317,
Block read exit,1030276,7959
Block read entry,1030575,
Block read exit,1038534,7959
Block read entry,1038833,
Block read exit,1047282,8449
Block read entry,1047581,
Block read exit,1056032,8451
Block read entry,1056331,
Block read exit,1064824,8493
Block read entry,1065123,
Block read exit,1073087,7964
Block read entry,1073386,
Block read exit,1081346,7960
Block read entry,1081645,
Block read exit,1089605,7960
Block read entry,1089904,
Block read exit,1098349,8445
Block read entry,1098648,
Block read exit,1107095,8447
Block read entry,1107394,
Block read exit,1115842,8448
Block read entry,1116141,
Block read exit,1124101,7960
Block read entry,1124400,
Block read exit,1132360,7960
Block read entry,1132659,
Block read exit,1140620,7961
Block read entry,1140919,
Block read exit,1149365,8446
Block read entry,1149664,
Block read exit,1158114,8450
Block read entry,1158413,
Block read exit,1166859,8446
Block read entry,1167158,
Block read exit,1175122,7964
Block read entry,1175421,
Block read exit,1183381,7960
Block read entry,1183680,
Block read exit,1191641,7961
Block read entry,1191940,
Block read exit,1199902,7962
Block read entry,1200201,
Block read exit,1208647,8446
Block read entry,1208946,
Block read exit,1217390,8444
Block read entry,1217689,
Block read exit,1226137,8448
Block read entry,1226436,
Block read exit,1234397,7961
Block read entry,1234696,
Block read exit,1242654,7958
