Segment Name;Segment Line;File Name;File Line;Address;Name;Type;Data Type;Size;MX;Reloc
;307;SEG02.S;301;00/00C5;L0200C4;Data;DB;1;00;
;310;SEG02.S;304;00/00C7;L0200C6;Data;DB;1;00;
;313;SEG02.S;307;00/00C9;L0200C8;Data;DB;1;00;
;316;SEG02.S;310;00/00CB;L0200CA;Data;DB;1;00;
;319;SEG02.S;313;00/00CD;L0200CC;Data;DB;1;00;
;322;SEG02.S;316;00/00CF;L0200CE;Data;DB;1;00;
;325;SEG02.S;319;00/00D1;L0200D0;Data;DB;1;00;
;328;SEG02.S;322;00/00D3;L0200D2;Data;DB;1;00;
;331;SEG02.S;325;00/00D5;L0200D4;Data;DB;1;00;
;334;SEG02.S;328;00/00D7;L0200D6;Data;DB;1;00;
;337;SEG02.S;331;00/00D9;L0200D8;Data;DB;1;00;
;340;SEG02.S;334;00/00DB;L0200DA;Data;DB;1;00;
;343;SEG02.S;337;00/00DD;L0200DC;Data;DB;1;00;
;346;SEG02.S;340;00/00DF;L0200DE;Data;DB;1;00;
;349;SEG02.S;343;00/00E1;L0200E0;Data;DB;1;00;
;352;SEG02.S;346;00/00E3;L0200E2;Data;DB;1;00;
;355;SEG02.S;349;00/00E5;L0200E4;Data;DB;1;00;
;358;SEG02.S;352;00/00E7;L0200E6;Data;DB;1;00;
;361;SEG02.S;355;00/00E9;L0200E8;Data;DB;1;00;
;364;SEG02.S;358;00/00EB;L0200EA;Data;DB;1;00;
;367;SEG02.S;361;00/00ED;L0200EC;Data;DB;1;00;
;370;SEG02.S;364;00/00EF;L0200EE;Data;DB;1;00;
;373;SEG02.S;367;00/00F1;L0200F0;Data;DB;1;00;
;376;SEG02.S;370;00/00F3;L0200F2;Data;DB;1;00;
;379;SEG02.S;373;00/00F5;L0200F4;Data;DB;1;00;
;382;SEG02.S;376;00/00F7;L0200F6;Data;DB;1;00;
;385;SEG02.S;379;00/00F9;L0200F8;Data;DB;1;00;
;388;SEG02.S;382;00/00FB;L0200FA;Data;DB;1;00;
;391;SEG02.S;385;00/00FD;L0200FC;Data;DB;1;00;
;394;SEG02.S;388;00/00FF;L0200FE;Data;DB;1;00;
;397;SEG02.S;391;00/0101;L020100;Data;DB;1;00;
;400;SEG02.S;394;00/0103;L020102;Data;DB;1;00;
;403;SEG02.S;397;00/0105;L020104;Data;DB;1;00;
;406;SEG02.S;400;00/0107;L020106;Data;DB;1;00;
;409;SEG02.S;403;00/0109;L020108;Data;DB;1;00;
;412;SEG02.S;406;00/010B;L02010A;Data;DB;1;00;
;415;SEG02.S;409;00/010D;L02010C;Data;DB;1;00;
;418;SEG02.S;412;00/010F;L02010E;Data;DB;1;00;
;421;SEG02.S;415;00/0111;L020110;Data;DB;1;00;
;424;SEG02.S;418;00/0113;L020112;Data;DB;1;00;
;427;SEG02.S;421;00/0115;L020114;Data;DB;1;00;
;430;SEG02.S;424;00/0117;L020116;Data;DB;1;00;
;433;SEG02.S;427;00/0119;L020118;Data;DB;1;00;
;436;SEG02.S;430;00/011B;L02011A;Data;DB;1;00;
;439;SEG02.S;433;00/011D;L02011C;Data;DB;1;00;
;442;SEG02.S;436;00/011F;L02011E;Data;DB;1;00;
;445;SEG02.S;439;00/0121;L020120;Data;DB;1;00;
;448;SEG02.S;442;00/0123;L020122;Data;DB;1;00;
;455;SEG02.S;449;00/0129;L020128;Data;DB;1;00;
;458;SEG02.S;452;00/012B;L02012A;Data;DB;1;00;
;466;SEG02.S;460;00/0132;L020131;Data;DB;1;00;
;469;SEG02.S;463;00/0134;L020133;Data;DB;1;00;
;472;SEG02.S;466;00/0136;L020135;Data;DB;1;00;
;475;SEG02.S;469;00/0138;L020137;Data;DB;1;00;
;478;SEG02.S;472;00/013A;L020139;Data;DB;1;00;
;481;SEG02.S;475;00/013C;L02013B;Data;DB;1;00;
;484;SEG02.S;478;00/013E;L02013D;Data;DB;1;00;
;487;SEG02.S;481;00/0140;L02013F;Data;DB;1;00;
;490;SEG02.S;484;00/0142;L020141;Data;DB;1;00;
;493;SEG02.S;487;00/0144;L020143;Data;DB;1;00;
;496;SEG02.S;490;00/0146;L020145;Data;DB;1;00;
;499;SEG02.S;493;00/0148;L020147;Data;DB;1;00;
;502;SEG02.S;496;00/014A;L020149;Data;DB;1;00;
;505;SEG02.S;499;00/014C;L02014B;Data;DB;1;00;
;508;SEG02.S;502;00/014E;L02014D;Data;DB;1;00;
;511;SEG02.S;505;00/0150;L02014F;Data;DB;1;00;
;514;SEG02.S;508;00/0152;L020151;Data;DB;1;00;
;517;SEG02.S;511;00/0154;L020153;Data;DB;1;00;
;520;SEG02.S;514;00/0156;L020155;Data;DB;1;00;
;527;SEG02.S;521;00/015C;L02015B;Data;DB;1;00;
;530;SEG02.S;524;00/015E;L02015D;Data;DB;1;00;
;533;SEG02.S;527;00/0160;L02015F;Data;DB;1;00;
;536;SEG02.S;530;00/0162;L020161;Data;DB;1;00;
;539;SEG02.S;533;00/0164;L020163;Data;DB;1;00;
;542;SEG02.S;536;00/0166;L020165;Data;DB;1;00;
;545;SEG02.S;539;00/0168;L020167;Data;DB;1;00;
;548;SEG02.S;542;00/016A;L020169;Data;DB;1;00;
;551;SEG02.S;545;00/016C;L02016B;Data;DB;1;00;
;554;SEG02.S;548;00/016E;L02016D;Data;DB;1;00;
;557;SEG02.S;551;00/0170;L02016F;Data;DB;1;00;
;560;SEG02.S;554;00/0172;L020171;Data;DB;1;00;
;563;SEG02.S;557;00/0174;L020173;Data;DB;1;00;
;566;SEG02.S;560;00/0176;L020175;Data;DB;1;00;
;573;SEG02.S;567;00/017C;L02017B;Data;DB;1;00;
;576;SEG02.S;570;00/017E;L02017D;Data;DB;1;00;
;579;SEG02.S;573;00/0180;L02017F;Data;DB;1;00;
;582;SEG02.S;576;00/0182;L020181;Data;DB;1;00;
;585;SEG02.S;579;00/0184;L020183;Data;DB;1;00;
;588;SEG02.S;582;00/0186;L020185;Data;DB;1;00;
;591;SEG02.S;585;00/0188;L020187;Data;DB;1;00;
;594;SEG02.S;588;00/018A;L020189;Data;DB;1;00;
;597;SEG02.S;591;00/018C;L02018B;Data;DB;1;00;
;600;SEG02.S;594;00/018E;L02018D;Data;DB;1;00;
;603;SEG02.S;597;00/0190;L02018F;Data;DB;1;00;
;606;SEG02.S;600;00/0192;L020191;Data;DB;1;00;
;609;SEG02.S;603;00/0194;L020193;Data;DB;1;00;
;612;SEG02.S;606;00/0196;L020195;Data;DB;1;00;
;617;SEG02.S;611;00/019A;L020199;Data;DB;1;00;
;620;SEG02.S;614;00/019C;L02019B;Data;DB;1;00;
;623;SEG02.S;617;00/019E;L02019D;Data;DB;1;00;
;626;SEG02.S;620;00/01A0;L02019F;Data;DB;1;00;
;629;SEG02.S;623;00/01A2;L0201A1;Data;DB;1;00;
;632;SEG02.S;626;00/01A4;L0201A3;Data;DB;1;00;
;635;SEG02.S;629;00/01A6;L0201A5;Data;DB;1;00;
;638;SEG02.S;632;00/01A8;L0201A7;Data;DB;1;00;
;641;SEG02.S;635;00/01AA;L0201A9;Data;DB;1;00;
;645;SEG02.S;639;00/01AC;PTRROM;Data;ds;4;00;
;648;SEG02.S;642;00/01B0;L0201AB;Data;DB;1;00;
;653;SEG02.S;647;00/01B4;L0201AF;Data;DB;1;00;
;656;SEG02.S;650;00/01B6;L0201B1;Data;DB;1;00;
;659;SEG02.S;653;00/01B8;L0201B3;Data;DB;1;00;
;662;SEG02.S;656;00/01BA;L0201B5;Data;DB;1;00;
;665;SEG02.S;659;00/01BC;L0201B7;Data;DB;1;00;
;668;SEG02.S;662;00/01BE;L0201B9;Data;DB;1;00;
;673;SEG02.S;667;00/01C2;L0201BD;Data;DB;1;00;
;676;SEG02.S;670;00/01C4;L0201BF;Data;DB;1;00;
;679;SEG02.S;673;00/01C6;L0201C1;Data;DB;1;00;
;682;SEG02.S;676;00/01C8;L0201C3;Data;DB;1;00;
;685;SEG02.S;679;00/01CA;L0201C5;Data;DB;1;00;
;688;SEG02.S;682;00/01CC;L0201C7;Data;DB;1;00;
;701;SEG02.S;695;00/01D8;L0201D3;Data;DB;1;00;
;704;SEG02.S;698;00/01DA;L0201D5;Data;DB;1;00;
;707;SEG02.S;701;00/01DC;L0201D7;Data;DB;1;00;
;710;SEG02.S;704;00/01DE;L0201D9;Data;DB;1;00;
;713;SEG02.S;707;00/01E0;L0201DB;Data;DB;1;00;
;716;SEG02.S;710;00/01E2;L0201DD;Data;DB;1;00;
;719;SEG02.S;713;00/01E4;L0201DF;Data;DB;1;00;
;722;SEG02.S;716;00/01E6;L0201E1;Data;DB;1;00;
;725;SEG02.S;719;00/01E8;L0201E3;Data;DB;1;00;
;728;SEG02.S;722;00/01EA;L0201E5;Data;DB;1;00;
;731;SEG02.S;725;00/01EC;L0201E7;Data;DB;1;00;
;734;SEG02.S;728;00/01EE;L0201E9;Data;DB;1;00;
;737;SEG02.S;731;00/01F0;L0201EB;Data;DB;1;00;
;740;SEG02.S;734;00/01F2;L0201ED;Data;DB;1;00;
;743;SEG02.S;737;00/01F4;L0201EF;Data;DB;1;00;
;93;SEG03.S;29;00/0008;L030008;Data;DB;1;00;
;110;SEG03.S;46;00/0018;L030018;Data;STR;5;00;
;112;SEG03.S;48;00/001D;L03001D;Data;STR;7;00;
;114;SEG03.S;50;00/0024;L030024;Data;ASC;20;00;
;116;SEG03.S;52;00/0038;L030038;Data;STR;24;00;
;118;SEG03.S;54;00/0050;L030050;Data;ASC;4;00;
;120;SEG03.S;56;00/0054;L030054;Data;ASC;11;00;
;122;SEG03.S;58;00/005F;L03005F;Data;ASC;37;00;
;124;SEG03.S;60;00/0084;L030084;Data;ASC;20;00;
;126;SEG03.S;62;00/0098;L030098;Data;ASC;30;00;
;128;SEG03.S;64;00/00B6;L0300B6;Data;ASC;8;00;
;130;SEG03.S;66;00/00BE;L0300BE;Data;ASC;34;00;
;132;SEG03.S;68;00/00E0;L0300E0;Data;ASC;9;00;
;134;SEG03.S;70;00/00E9;L0300E9;Data;ASC;28;00;
;136;SEG03.S;72;00/0105;L030105;Data;ASC;11;00;
;138;SEG03.S;74;00/0110;L030110;Data;ASC;18;00;
;140;SEG03.S;76;00/0122;L030122;Data;ASC;24;00;
;142;SEG03.S;78;00/013A;L03013A;Data;STR;24;00;
;144;SEG03.S;80;00/0152;L030152;Data;ASC;13;00;
;146;SEG03.S;82;00/015F;L03015F;Data;ASC;15;00;
;148;SEG03.S;84;00/016E;L03016E;Data;ASC;34;00;
;150;SEG03.S;86;00/0190;L030190;Data;ASC;15;00;
;152;SEG03.S;88;00/019F;L03019F;Data;DB;1;00;
;155;SEG03.S;91;00/01A1;L0301A1;Data;DB;1;00;
;256;SEG03.S;192;00/0205;L030205;Data;DB;1;00;
;321;SEG03.S;257;00/0245;L030245;Data;DB;1;00;
;337;SEG03.S;273;00/0254;L030254;Data;DB;1;00;
;386;SEG03.S;322;00/0285;L030285;Data;DB;1;00;
;419;SEG03.S;355;00/02A5;L0302A5;Data;ASC;26;00;
;421;SEG03.S;357;00/02BF;L0302BF;Data;DB;1;00;
;454;SEG03.S;390;00/02DF;L0302DF;Data;ASC;12;00;
;456;SEG03.S;392;00/02EB;L0302EB;Data;DB;1;00;
;713;SEG03.S;649;00/03EB;L0303EB;Data;DB;1;00;
;1116;SEG03.S;1052;00/057D;L03057D;Data;ASC;14;00;
;1118;SEG03.S;1054;00/058B;L03058B;Data;ASC;13;00;
;1120;SEG03.S;1056;00/0598;L030598;Data;ASC;12;00;
;1122;SEG03.S;1058;00/05A4;L0305A4;Data;DB;1;00;
;1125;SEG03.S;1061;00/05A6;L0305A6;Data;DB;1;00;
;1128;SEG03.S;1064;00/05A8;L0305A8;Data;DB;1;00;
;1131;SEG03.S;1067;00/05AA;L0305AA;Data;DB;1;00;
;1134;SEG03.S;1070;00/05AC;L0305AC;Data;DB;1;00;
;1137;SEG03.S;1073;00/05AE;L0305AE;Data;DB;1;00;
;1140;SEG03.S;1076;00/05B0;L0305B0;Data;DB;1;00;
;1143;SEG03.S;1079;00/05B2;L0305B2;Data;DB;1;00;
;1146;SEG03.S;1082;00/05B4;L0305B4;Data;DB;1;00;
;1451;SEG03.S;1387;00/06E4;L0306E4;Data;DB;1;00;
;1972;SEG03.S;1908;00/08EC;L0308EC;Data;DB;1;00;
;1977;SEG03.S;1913;00/08F0;;Data;ADRL;4;00;E 3
;2090;SEG03.S;2026;00/0964;L030964;Data;DB;1;00;
;2095;SEG03.S;2031;00/0968;;Data;ADRL;4;00;E 3
;2108;SEG03.S;2044;00/0978;L030978;Data;DB;1;00;
;2122;SEG03.S;2058;00/0986;;Data;ADRL;4;00;E 3
;2165;SEG03.S;2101;00/09B4;L0309B4;Data;DB;1;00;
;2169;SEG03.S;2105;00/09B8;;Data;ADRL;4;00;E 3
;2192;SEG03.S;2128;00/09D2;L0309D2;Data;DB;1;00;
;2197;SEG03.S;2133;00/09D6;;Data;ADRL;4;00;3
;2198;SEG03.S;2134;00/09DA;;Data;ADRL;4;00;3
;2199;SEG03.S;2135;00/09DE;;Data;ADRL;4;00;3
;2200;SEG03.S;2136;00/09E2;;Data;ADRL;4;00;3
;2201;SEG03.S;2137;00/09E6;L0309E6;Data;DB;1;00;
;2282;SEG03.S;2218;00/0A36;L030A36;Data;DB;1;00;
;2287;SEG03.S;2223;00/0A3A;;Data;ADRL;4;00;E 3
;2350;SEG03.S;2286;00/0A7C;L030A7C;Data;DB;1;00;
;2410;SEG03.S;2346;00/0AB8;L030AB8;Data;DB;1;00;
;2424;SEG03.S;2360;00/0AC6;;Data;ADRL;4;00;E 3
;2487;SEG03.S;2423;00/0B08;L030B08;Data;DB;1;00;
;2507;SEG03.S;2443;00/0B1C;L030B1C;Data;DB;1;00;
;2521;SEG03.S;2457;00/0B2A;;Data;ADRL;4;00;E 3
;2574;SEG03.S;2510;00/0B62;L030B62;Data;ADRL;4;00;
;2575;SEG03.S;2511;00/0B62;;Data;ADRL;4;00;3
;2576;SEG03.S;2512;00/0B66;;Data;ADRL;4;00;3
;2577;SEG03.S;2513;00/0B6A;;Data;ADRL;4;00;3
;2578;SEG03.S;2514;00/0B6E;;Data;ADRL;4;00;3
;2579;SEG03.S;2515;00/0B72;;Data;ADRL;4;00;3
;2580;SEG03.S;2516;00/0B76;L030B76;Data;DB;1;00;
;2645;SEG03.S;2581;00/0BB6;L030BB6;Data;DB;1;00;
;2650;SEG03.S;2586;00/0BBA;;Data;ADRL;4;00;E 3
;2693;SEG03.S;2629;00/0BE8;L030BE8;Data;DB;1;00;
;2698;SEG03.S;2634;00/0BEC;;Data;ADRL;4;00;E 3
;2711;SEG03.S;2647;00/0BFC;L030BFC;Data;DB;1;00;
;2852;SEG03.S;2788;00/0C88;L030C88;Data;DB;1;00;
;2896;SEG03.S;2832;00/0CB4;;Data;ADRL;4;00;E 3
;2979;SEG03.S;2915;00/0D0A;L030D0A;Data;DB;1;00;
;3003;SEG03.S;2939;00/0D22;;Data;ADRL;4;00;E 3
;3036;SEG03.S;2972;00/0D46;L030D46;Data;DB;1;00;
;3050;SEG03.S;2986;00/0D54;;Data;ADRL;4;00;E 3
;3163;SEG03.S;3099;00/0DC8;L030DC8;Data;DB;1;00;
;3168;SEG03.S;3104;00/0DCC;;Data;ADRL;4;00;3
;3169;SEG03.S;3105;00/0DD0;;Data;ADRL;4;00;3
;3170;SEG03.S;3106;00/0DD4;;Data;ADRL;4;00;3
;3171;SEG03.S;3107;00/0DD8;;Data;ADRL;4;00;3
;3172;SEG03.S;3108;00/0DDC;L030DDC;Data;DB;1;00;
;3317;SEG03.S;3253;00/0E6C;L030E6C;Data;DB;1;00;
;3322;SEG03.S;3258;00/0E70;;Data;ADRL;4;00;E 3
;3335;SEG03.S;3271;00/0E80;L030E80;Data;DB;1;00;
;3340;SEG03.S;3276;00/0E84;;Data;ADRL;4;00;E 3
;3383;SEG03.S;3319;00/0EB2;L030EB2;Data;DB;1;00;
;3388;SEG03.S;3324;00/0EB6;;Data;ADRL;4;00;E 3
;3431;SEG03.S;3367;00/0EE4;L030EE4;Data;DB;1;00;
;3452;SEG03.S;3388;00/0EF8;L030EF8;Data;DB;1;00;
;3636;SEG03.S;3572;00/0FB0;;Data;ADRL;4;00;E 3
;3659;SEG03.S;3595;00/0FCA;L030FCA;Data;DB;1;00;
;3703;SEG03.S;3639;00/0FF6;;Data;ADRL;4;00;E 3
;3726;SEG03.S;3662;00/1010;L031010;Data;DB;1;00;
;3886;SEG03.S;3822;00/10B0;L0310B0;Data;DB;1;00;
;3891;SEG03.S;3827;00/10B4;;Data;ADRL;4;00;3
;3892;SEG03.S;3828;00/10B8;;Data;ADRL;4;00;3
;3893;SEG03.S;3829;00/10BC;;Data;ADRL;4;00;3
;3894;SEG03.S;3830;00/10C0;;Data;ADRL;4;00;3
;3895;SEG03.S;3831;00/10C4;L0310C4;Data;DB;1;00;
;4096;SEG03.S;4032;00/118C;L03118C;Data;DB;1;00;
;4101;SEG03.S;4037;00/1190;;Data;ADRL;4;00;E 3
;4144;SEG03.S;4080;00/11BE;L0311BE;Data;DB;1;00;
;4149;SEG03.S;4085;00/11C2;;Data;ADRL;4;00;E 3
;4162;SEG03.S;4098;00/11D2;L0311D2;Data;DB;1;00;
;4176;SEG03.S;4112;00/11E0;;Data;ADRL;4;00;E 3
;4259;SEG03.S;4195;00/1236;L031236;Data;DB;1;00;
;4283;SEG03.S;4219;00/124E;;Data;ADRL;4;00;E 3
;4316;SEG03.S;4252;00/1272;L031272;Data;DB;1;00;
;4340;SEG03.S;4276;00/128A;;Data;ADRL;4;00;E 3
;4357;SEG03.S;4293;00/129E;;Data;ADRL;4;00;E 3
;4364;SEG03.S;4300;00/12A8;;Data;ADRL;4;00;E 3
;4397;SEG03.S;4333;00/12CC;L0312CC;Data;DB;1;00;
;4411;SEG03.S;4347;00/12DA;;Data;ADRL;4;00;E 3
;4514;SEG03.S;4450;00/1344;L031344;Data;DB;1;00;
;4519;SEG03.S;4455;00/1348;;Data;ADRL;4;00;3
;4520;SEG03.S;4456;00/134C;;Data;ADRL;4;00;3
;4521;SEG03.S;4457;00/1350;;Data;ADRL;4;00;3
;4522;SEG03.S;4458;00/1354;;Data;ADRL;4;00;3
;4523;SEG03.S;4459;00/1358;L031358;Data;DB;1;00;
;4732;SEG03.S;4668;00/1428;L031428;Data;DB;1;00;
;4796;SEG03.S;4732;00/1468;;Data;ADRL;4;00;E 3
;4949;SEG03.S;4885;00/1504;L031504;Data;DB;1;00;
;5033;SEG03.S;4969;00/1558;;Data;ADRL;4;00;E 3
;5156;SEG03.S;5092;00/15D6;L0315D6;Data;DB;1;00;
;5161;SEG03.S;5097;00/15DA;;Data;ADRL;4;00;3
;5162;SEG03.S;5098;00/15DE;;Data;ADRL;4;00;3
;5163;SEG03.S;5099;00/15E2;;Data;ADRL;4;00;3
;5164;SEG03.S;5100;00/15E6;;Data;ADRL;4;00;3
;5165;SEG03.S;5101;00/15EA;L0315EA;Data;DB;1;00;
;5278;SEG03.S;5214;00/165A;L03165A;Data;DB;1;00;
;5283;SEG03.S;5219;00/165E;;Data;ADRL;4;00;E 3
;5326;SEG03.S;5262;00/168C;L03168C;Data;DB;1;00;
;5371;SEG03.S;5307;00/16B8;;Data;ADRL;4;00;E 3
;5414;SEG03.S;5350;00/16E6;L0316E6;Data;DB;1;00;
;5484;SEG03.S;5420;00/172C;L03172C;Data;DB;1;00;
;5544;SEG03.S;5480;00/1768;L031768;Data;DB;1;00;
;5634;SEG03.S;5570;00/17C2;L0317C2;Data;DB;1;00;
;5639;SEG03.S;5575;00/17C6;;Data;ADRL;4;00;3
;5644;SEG03.S;5580;00/17CE;;Data;ADRL;4;00;3
