Read file in one pass,File size is 64Kb,
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
Read entry,0,
Read exit,0,0
min,0,
max,0,
Set mark entry,0,
Set mark exit,0,0
Close entry,0,
Close exit,0,0
Read file block-by-block,File size is 64Kb,
Open entry,0,
Open exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
min,0,
max,0,
Set mark entry,0,
Set mark exit,0,0
Close entry,0,
Close exit,0,0
Read file b-by-b low level,File size is 64Kb,
Open entry,0,
Open exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
Block read entry,0,
Block read exit,0,0
min,0,
max,0,
Set mark entry,0,
Set mark exit,0,0
Close entry,0,
Close exit,0,0
